eGRID2019 Plant file sequence number,Data Year,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Utility name,Utility ID,Plant county name,Plant latitude,Plant longitude,Number of units,Plant primary coal/oil/gas/ other fossil fuel category
SEQPLT19,YEAR,PSTATABB,PNAME,ORISPL,UTLSRVNM,UTLSRVID,CNTYNAME,LAT,LON,NUMUNT,PLFUELCT
5250,2019,MI,Dearborn Industrial Generation,55088,Dearborn Industrial Gen Inc,4945,Wayne,42.3026,-83.154,6,GAS
5251,2019,MI,Decorative Panels Intl,10149,"Decorative Panels International, Inc.",49967,Alpena,45.062836,-83.423333,1,GAS
5252,2019,MI,"Deerfield Wind Energy, LLC",60883,"Deerfield Wind Energy, LLC",60537,Huron,43.941851,-82.898675,3,WIND
5253,2019,MI,Delray,1728,DTE Electric Company,5109,Wayne,42.2947,-83.1019,2,GAS
5254,2019,MI,Delta Energy Park,63259,Lansing Board of Water and Light,56155,Eaton,42.690644,-84.657783,4,GAS
5255,2019,MI,Delta Solar Power I,61954,"Delta Solar Power I, LLC",61406,Eaton,42.7,-84.701,1,SOLAR
5256,2019,MI,Delta Solar Power II,61955,"Delta Solar Power II, LLC",61407,Eaton,42.707,-84.7,1,SOLAR
5257,2019,MI,Demille Solar Farm,60346,DTE Electric Company,5109,Lapeer,43.040011,-83.333247,1,SOLAR
5258,2019,MI,Detour,6369,Cloverland Electric Co-op,3828,Chippewa,45.98363,-83.90788,2,OIL
5259,2019,MI,DG AMP Solar Coldwater,61435,"DG AMP Solar, LLC",60370,Branch,41.934117,-84.997244,1,SOLAR
5260,2019,MI,Domino Farms Solar,60017,DTE Electric Company,5109,Washtenaw,42.323377,-83.680252,1,SOLAR
5261,2019,MI,Donald C Cook,6000,Indiana Michigan Power Co,9324,Berrien,41.975604,-86.565206,2,NUCLEAR
5262,2019,MI,E.B. Eddy Paper Inc,58222,E.B. Eddy Paper Inc,58194,St Clair,42.9896,-82.4379,1,GAS
5263,2019,MI,Eagle Valley (MI),57405,WM Renewable Energy LLC,54842,Oakland,42.7225,-83.263055,2,BIOMASS
5264,2019,MI,East. Michigan Univ. Heating Plant,59452,East. Michigan Univ. Heating Plant,59218,Washtenaw,42.248889,-83.628889,2,GAS
5265,2019,MI,Echo Wind Park,58121,DTE Electric Company,5109,Huron,43.8825,-83.161389,3,WIND
5266,2019,MI,Eckert Station,1831,Lansing Board of Water and Light,56155,Ingham,42.71839,-84.55808,5,COAL
5267,2019,MI,Edenville,50158,Boyce Hydro Power LLC,20919,Gladwin,43.814,-84.3767,2,HYDRO
5268,2019,MI,Edison Sault,1751,Cloverland Electric Co-op,3828,Chippewa,46.4974,-84.332,73,HYDRO
5269,2019,MI,Endicott Station,4259,Michigan South Central Power Agency,12807,Hillsdale,42.0317,-84.755,3,
5270,2019,MI,Erickson,1832,Lansing Board of Water and Light,56155,Eaton,42.692222,-84.657222,1,COAL
5271,2019,MI,Escanaba Mill,10208,Verso Escanaba LLC,55867,Delta,45.8044,-87.0891,5,BIOMASS
5272,2019,MI,F.D. Kuester Generating Station,61392,Upper Michigan Energy Resources Company,61029,Marquette,46.512697,-87.510741,7,GAS
5273,2019,MI,Fairbanks Wind Park,63600,DTE Electric Company,5109,Delta,45.722267,-86.632457,1,WIND
5274,2019,MI,Fermi,1729,DTE Electric Company,5109,Monroe,41.9631,-83.2581,5,NUCLEAR
5275,2019,MI,Five Channels,1704,Consumers Energy Co,4254,Iosco,44.455518,-83.676274,2,HYDRO
5276,2019,MI,Foote,1705,Consumers Energy Co,4254,Iosco,44.435381,-83.440722,3,HYDRO
5277,2019,MI,Ford World Headquarters,60018,DTE Electric Company,5109,Wayne,42.317437,-83.209489,1,SOLAR
5278,2019,MI,Four Mile Hydropower Project,54341,Thunder Bay Power Co LLC,18912,Alpena,45.0933,-83.5025,5,HYDRO
5279,2019,MI,Frank Jenkins,1851,City of Portland - (MI),15246,Ionia,42.868611,-84.895555,4,OIL
5280,2019,MI,"Fremont Community Digester, LLC",59785,"Generate Fremont Digester, LLC.",62127,Newaygo,43.45965,-85.9761,2,BIOMASS
5281,2019,MI,French Landing Dam,50437,"STS Hydropower, LLC",18194,Wayne,42.214264,-83.440692,1,HYDRO
5282,2019,MI,French Paper Hydro,10656,French Paper Co,6789,Berrien,41.8203,-86.2592,4,HYDRO
5283,2019,MI,Gaylord - Consumers,1706,Consumers Energy Co,4254,Otsego,45.0306,-84.7039,5,GAS
5284,2019,MI,Gaylord - Wolverine,7932,Wolverine Power Supply Coop,20910,Otsego,45.0046,-84.7218,3,GAS
5285,2019,MI,Genesee Power Station,54751,CMS Generation Operating LLC,3836,Genesee,43.08511,-83.669386,1,BIOMASS
5286,2019,MI,George Johnson,1877,Wolverine Power Supply Coop,20910,Osceola,43.8393,-85.426,11,GAS
5287,2019,MI,Gichi Noodin Wind Farm,62815,"Gichi Noodin Wind Farm, LLC",62696,Delta,45.683618,-86.645742,1,WIND
5288,2019,MI,Gladstone,7119,Upper Peninsula Power Company,19578,Delta,45.8475,-87.0036,1,OIL
5289,2019,MI,Grand Blanc Generating Station,54757,EDL Inc,55858,Genesee,42.908815,-83.725085,8,BIOMASS
5290,2019,MI,Grand Haven Diesel Plant,1826,City of Grand Haven - (MI),7483,Ottawa,43.0598,-86.2379,5,GAS
5291,2019,MI,Grand Rapids,1787,Wisconsin Public Service Corp,20860,Menominee,45.3547,-87.6494,5,HYDRO
5292,2019,MI,Grand River,10532,EDL Inc,55858,Clinton,42.791028,-84.695682,5,BIOMASS
5293,2019,MI,Grand Valley Solar Gardens,60118,Consumers Energy Co,4254,Ottawa,42.9531,-85.90117,1,SOLAR
5294,2019,MI,"Graphic Packaging International, Inc.",10698,Graphic Packaging Corp,7475,Kalamazoo,42.306809,-85.578969,1,GAS
5295,2019,MI,Gratiot County Wind LLC,58677,Invenergy Services LLC,49893,Gratiot,43.408056,-84.462222,1,WIND
5296,2019,MI,Gratiot Farms Wind Project,63687,Consumers Energy Co,4254,Montcalm,43.1695,-84.8653,1,WIND
5297,2019,MI,Gratiot Wind Park,57421,DTE Electric Company,5109,Gratiot,43.433889,-84.4975,1,WIND
5298,2019,MI,Grayling Generating Station,10822,CMS Generation Operating LLC,3836,Crawford,44.604921,-84.690578,1,BIOMASS
5299,2019,MI,Greater Detroit Resource Recovery,10033,Detroit Renewable Power,15430,Wayne,42.3678,-83.0514,3,OIL
5300,2019,MI,Green Lake Solar,63019,Heritage Sustainable Energy. LLC,62870,Grand Traverse,44.77666,-85.692272,1,SOLAR
5301,2019,MI,Greenwood,6035,DTE Electric Company,5109,St Clair,43.1056,-82.6964,4,GAS
5302,2019,MI,Greenwood Solar Farm,60019,DTE Electric Company,5109,St Clair,43.1056,-82.6964,1,SOLAR
5303,2019,MI,GRS Arbor Hills,55596,Gas Recovery Systems Inc,25049,Washtenaw,42.395335,-83.557999,7,BIOMASS
5304,2019,MI,GRS C&C,55597,Gas Recovery Systems Inc,25049,Calhoun,42.356343,-85.005779,4,BIOMASS
5305,2019,MI,GRS Lyon,55595,Gas Recovery Systems Inc,25049,Washtenaw,42.1742,-83.62,5,BIOMASS
5306,2019,MI,Hancock Peakers,1730,DTE Electric Company,5109,Oakland,42.5497,-83.4425,2,GAS
5307,2019,MI,Harbor Beach,1731,DTE Electric Company,5109,Huron,43.8519,-82.6436,3,
5308,2019,MI,Hardy,1707,Consumers Energy Co,4254,Newaygo,43.486618,-85.629866,3,HYDRO
5309,2019,MI,Hart,1827,City of Hart Hydro - (MI),8205,Oceana,43.704076,-86.366256,4,GAS
5310,2019,MI,Harvest,56635,"Harvest Windfarm, LLC",55873,Huron,43.83,-83.2064,1,WIND
5311,2019,MI,Harvest 2,57888,"Harvest II Windfarm, LLC",57256,Huron,43.8556,-83.1669,1,WIND
5312,2019,MI,Hemlock Falls,1777,Wisconsin Electric Power Co,20847,Iron,46.1311,-88.225,1,HYDRO
5313,2019,MI,Henry Station,7399,City of Bay City - (MI),1366,Bay,43.595101,-83.89986,2,GAS
5314,2019,MI,Heritage Garden Wind Farm I LLC,58103,Heritage Garden Wind Farm I LLC,57480,Delta,45.795556,-86.533889,1,WIND
5315,2019,MI,Hillman Power LLC,10346,Hillman Power Co,8641,Montmorency,45.0688,-83.8932,1,BIOMASS
5316,2019,MI,Hillsdale,1829,Hillsdale Board of Public Wks,8631,Hillsdale,41.9061,-84.6319,9,GAS
5317,2019,MI,Hodenpyl,1708,Consumers Energy Co,4254,Wexford,44.36286,-85.819968,2,HYDRO
5318,2019,MI,Hoist,7115,Upper Peninsula Power Company,19578,Marquette,46.5628,-87.5686,3,HYDRO
5319,2019,MI,Holland Energy Park,59093,City of Holland,8723,Ottawa,42.7925,-86.092222,2,GAS
5320,2019,MI,Hydro Plant,1856,City of Sturgis,18252,St Joseph,41.9711,-85.5381,4,HYDRO
5321,2019,MI,IKEA Canton Rooftop PV System,62677,IKEA Property Inc,57389,Wayne,42.32345,-83.42888,2,SOLAR
5322,2019,MI,Indeck Niles Energy Center,55460,"Indeck Niles, LLC",61395,Cass,41.862114,-86.221394,3,GAS
5323,2019,MI,Isabella Wind Park,63601,DTE Electric Company,5109,Isabella,43.684092,-84.788455,1,WIND
5324,2019,MI,J B Sims,1825,City of Grand Haven - (MI),7483,Ottawa,43.0706,-86.235,1,COAL
5325,2019,MI,J C Weadock,1720,Consumers Energy Co,4254,Bay,43.639927,-83.844712,3,
5326,2019,MI,J H Campbell,1710,Consumers Energy Co,4254,Ottawa,42.910296,-86.20074,3,COAL
5327,2019,MI,J R Whiting,1723,Consumers Energy Co,4254,Monroe,41.792114,-83.44948,4,
5328,2019,MI,Jackson Generating Station,55270,Consumers Energy Co,4254,Jackson,42.2488,-84.3767,7,GAS
5329,2019,MI,James De Young,1830,City of Holland,8723,Ottawa,42.7956,-86.1133,3,COAL
5330,2019,MI,James R Smith,1842,City of Marquette - (MI),11701,Marquette,46.571639,-87.410455,2,HYDRO
5331,2019,MI,John H Warden,1772,L'Anse Warden Electric Company LLC,56133,Baraga,46.7553,-88.4558,1,BIOMASS
5332,2019,MI,Kalamazoo River Generating Station,55101,CMS Generation MI Power LLC,3838,Kalamazoo,42.281345,-85.494956,1,GAS
5333,2019,MI,Kalkaska CT Project #1,7984,Michigan Public Power Agency,40582,Kalkaska,44.6889,-85.2019,2,GAS
5334,2019,MI,Kent County Waste to Energy Facility,50860,Kent County,10162,Kent,42.949575,-85.693209,2,BIOMASS
5335,2019,MI,Kingsford,1778,Wisconsin Electric Power Co,20847,Dickinson,45.807956,-88.125121,3,HYDRO
5336,2019,MI,Kleber,1871,Tower Kleber Ltd Partnership,19037,Cheboygan,45.391984,-84.333257,4,HYDRO
5337,2019,MI,Lake Winds Energy Park,57984,Consumers Energy Co,4254,Mason,43.871944,-86.334722,1,WIND
5338,2019,MI,Lansing BWL REO Town Plant,58427,Lansing Board of Water and Light,56155,Ingham,42.719722,-84.551667,2,GAS
5339,2019,MI,Lennon Generating,59436,North American Natural Res,13559,Shiawassee,42.981667,-83.979444,8,BIOMASS
5340,2019,MI,Livingston Generating Station,55102,CMS Generation MI Power LLC,3838,Otsego,45.030397,-84.730795,4,GAS
5341,2019,MI,Lorin Industries,60102,Lorin Industries,59876,Muskegon,43.216639,-86.214444,4,GAS
5342,2019,MI,Loud,1712,Consumers Energy Co,4254,Iosco,44.4631,-83.7208,2,HYDRO
5343,2019,MI,Lowell,1837,City of Lowell - (MI),11268,Kent,42.935,-85.3378,3,GAS
5344,2019,MI,Ludington,1713,Consumers Energy Co,4254,Mason,43.8942,-86.4447,6,HYDRO
5345,2019,MI,M72 West Solar,63660,Heritage Sustainable Energy. LLC,62870,Leelanau,44.776787,-85.701356,1,SOLAR
5346,2019,MI,Main Street (MI),1853,City of Sebewaing - (MI),16873,Huron,43.732508,-83.453306,6,OIL
5347,2019,MI,Manistique,1750,Cloverland Electric Co-op,3828,Schoolcraft,45.955014,-86.256291,2,OIL
5348,2019,MI,Marquette Energy Center,60559,City of Marquette - (MI),11701,Marquette,46.56597,-87.437245,3,GAS
5349,2019,MI,Marshall (MI),1844,City of Marshall - (MI),11713,Calhoun,42.2717,-84.9411,7,GAS
5350,2019,MI,Marysville,1732,DTE Electric Company,5109,St Clair,42.9256,-82.4606,3,COAL
5351,2019,MI,McClure Dam,7116,Upper Peninsula Power Company,19578,Marquette,46.5717,-87.4764,2,HYDRO
5352,2019,MI,McKinley Wind Park,57853,DTE Electric Company,5109,Huron,43.871944,-83.241388,1,WIND
5353,2019,MI,MEC North,63911,MEC North,63576,Calhoun,42.233559,-84.962341,1,GAS
5354,2019,MI,MEC South,63912,MEC South,63577,Calhoun,42.237103,-84.959153,1,GAS
5355,2019,MI,Menominee Mill Marinette,50409,N E W Hydro LLC,42662,Menominee,45.1069,-87.6378,4,HYDRO
5356,2019,MI,Michigamme Falls,1780,Wisconsin Electric Power Co,20847,Iron,45.9553,-88.1958,2,HYDRO
5357,2019,MI,Michigan Power Limited Partnership,54915,Michigan Power Limited Partnership,12455,Mason,43.9375,-86.425,1,GAS
5358,2019,MI,Michigan Wind 1,56416,"Michigan Wind 1, LLC",54800,Huron,43.7092,-82.9633,1,WIND
5359,2019,MI,Michigan Wind 2,56659,"Michigan Wind 2, LLC",56951,Sanilac,43.663056,-82.746944,1,WIND
5360,2019,MI,Midland Cogeneration Venture,10745,Midland Cogeneration Venture,12492,Midland,43.5861,-84.2242,18,GAS
5361,2019,MI,Minden Wind Park,57852,DTE Electric Company,5109,Sanilac,43.67,-82.758611,1,WIND
5362,2019,MI,Mio,1714,Consumers Energy Co,4254,Oscoda,44.661114,-84.131691,2,HYDRO
5363,2019,MI,Modular Power LLC,56183,Michigan South Central Power Agency,12807,Branch,41.926111,-85.010277,9,OIL
5364,2019,MI,Monroe,1733,DTE Electric Company,5109,Monroe,41.8906,-83.3464,4,COAL
5365,2019,MI,Mottville,1761,Indiana Michigan Power Co,9324,St Joseph,41.8056,-85.7505,4,HYDRO
5366,2019,MI,MSC Croswell,57950,Michigan Sugar Company,57324,Sanilac,43.266389,-82.619167,1,GAS
5367,2019,MI,MSC Sebewaing,57949,Michigan Sugar Company,57324,Huron,43.741111,-83.447222,2,COAL
5368,2019,MI,Municipal Power Plant,56504,City of Zeeland - (MI),21158,Ottawa,42.8129,-86.0335,2,GAS
5369,2019,MI,Neenah Paper Munising Mill,54867,Neenah Paper Michigan Inc.,50021,Alger,46.4094,-86.6443,1,COAL
5370,2019,MI,New Covert Generating Project,55297,New Covert Generating Company LLC,21579,Van Buren,42.32238,-86.29368,3,GAS
5371,2019,MI,Newberry,1846,Newberry Water & Light Board,13525,Luce,46.351975,-85.506408,3,OIL
5372,2019,MI,Ninth Street Hydropower Project,54342,Thunder Bay Power Co LLC,18912,Alpena,45.0717,-83.4381,4,HYDRO
5373,2019,MI,Northeast (MI),1734,DTE Electric Company,5109,Macomb,42.45,-83.0381,7,GAS
5374,2019,MI,Norway (MI),1848,City of Norway,13826,Dickinson,45.74123,-87.86278,4,HYDRO
5375,2019,MI,Norway Point Hydropower Project,54340,Thunder Bay Power Co LLC,18912,Alpena,45.1025,-83.5189,2,HYDRO
5376,2019,MI,Oliver,1735,DTE Electric Company,5109,Huron,43.8264,-83.2383,5,OIL
5377,2019,MI,O'Shea Solar Farm,60348,DTE Electric Company,5109,Wayne,42.378001,-83.200064,1,SOLAR
5378,2019,MI,"Otsego Paper, Inc.",55799,Otsego Paper Inc,55703,Allegan,42.4628,-85.6961,2,GAS
5379,2019,MI,Palisades,1715,Entergy Nuclear Palisades LLC,56192,Van Buren,42.323,-86.3146,1,NUCLEAR
5380,2019,MI,Par Sterile Products,50318,JHP Pharmaceuticals LLC,55970,Oakland,42.68367,-83.11434,1,GAS
5381,2019,MI,Parkview Battery,61909,Consumers Energy Co,4254,Kalamazoo,42.26,-85.649722,1,OTHF
5382,2019,MI,"PCA, Filer City Mill",58066,"PCA, Filer City Mill",57442,Manistee,44.213333,-86.286667,3,GAS
5383,2019,MI,Peavy Falls,1781,Wisconsin Electric Power Co,20847,Iron,45.990781,-88.210514,2,HYDRO
5384,2019,MI,Pegasus Wind,61916,"Pegasus Wind, LLC",61521,Tuscola,43.452003,-83.50721,2,WIND
5385,2019,MI,Peoples Generating Station,54890,North American Natural Res,13559,Saginaw,43.27975,-83.865066,1,BIOMASS
5386,2019,MI,Pheasant Run Wind LLC,58580,Pheasant Run Wind LLC,58539,Huron,43.757778,-83.297778,1,WIND
5387,2019,MI,Pinconning White Feather,56852,EDL Inc,55858,BAY,43.8983,-83.9494,2,BIOMASS
5388,2019,MI,Pine River Wind Park,61106,DTE Electric Company,5109,Isabella,43.524324,-84.696781,1,WIND
5389,2019,MI,Pine Street,7806,City of Sebewaing - (MI),16873,Huron,43.740164,-83.449953,8,GAS
5390,2019,MI,Pine Tree Acres,54989,LES Project Holdings LLC,56355,Macomb,42.764456,-82.747087,9,BIOMASS
5391,2019,MI,Pine Tree Acres WM LFGTE,57443,WM Renewable Energy LLC,54842,Macomb,42.765,-82.745555,8,BIOMASS
5392,2019,MI,Placid 12,1737,DTE Electric Company,5109,Oakland,42.7106,-83.4569,5,OIL
5393,2019,MI,Plant Four,1840,City of Marquette - (MI),11701,Marquette,46.575965,-87.403579,1,OIL
5394,2019,MI,"POET Biorefining Caro, LLC",63831,"POET Biorefining Caro, LLC",63509,Tuscola,43.472885,-83.411763,1,GAS
5395,2019,MI,Polaris Wind Park,62290,DTE Electric Company,5109,Gratiot,43.262611,-84.499838,1,WIND
5396,2019,MI,Portage,8019,Upper Peninsula Power Company,19578,Houghton,47.0808,-88.6472,1,OIL
5397,2019,MI,Presque Isle,1769,Wisconsin Electric Power Co,20847,Marquette,46.5789,-87.395,5,COAL
5398,2019,MI,Prickett,1773,Upper Peninsula Power Company,19578,Baraga,46.7261,-88.6625,2,HYDRO
5399,2019,MI,Putnam (MI),1739,DTE Electric Company,5109,Oakland,42.7108,-83.4561,5,OIL
5400,2019,MI,Renaissance Power,55402,DTE Electric Company,5109,Montcalm,43.1864,-84.8429,4,GAS
5401,2019,MI,Riley Generating Station,56503,City of Zeeland - (MI),21158,Ottawa,42.8333,-86.0053,5,GAS
5402,2019,MI,River Rouge,1740,DTE Electric Company,5109,Wayne,42.2739,-83.1119,2,COAL
5403,2019,MI,Riverview Energy Systems,54057,Riverview Energy Systems,16073,Wayne,42.166106,-83.212903,2,BIOMASS
5404,2019,MI,Rogers,1716,Consumers Energy Co,4254,Mecosta,43.613001,-85.479469,4,HYDRO
5405,2019,MI,Saint Marys Falls,1865,USACE-Detroit District,21264,Chippewa,46.50625,-84.349267,5,HYDRO
5406,2019,MI,Sanford Dam,50157,Boyce Hydro Power LLC,20919,Midland,43.6773,-84.3802,3,HYDRO
5407,2019,MI,Scottville,1879,Wolverine Power Supply Coop,20910,Mason,43.955,-86.293611,3,OIL
5408,2019,MI,Secord,50159,Boyce Hydro Power LLC,20919,Gladwin,44.0411,-84.3418,1,HYDRO
5409,2019,MI,Shiras,1843,City of Marquette - (MI),11701,Marquette,46.530598,-87.392206,1,COAL
5410,2019,MI,Sigel Wind Park,57851,DTE Electric Company,5109,Huron,43.850833,-82.783611,1,WIND
5411,2019,MI,Sixth Street Gas Turbine,6356,City of Holland,8723,Ottawa,42.792645,-86.103583,1,OIL
5412,2019,MI,Slocum,1741,DTE Electric Company,5109,Wayne,42.1225,-83.185,5,OIL
5413,2019,MI,Smallwood,50160,Boyce Hydro Power LLC,20919,Gladwin,43.9599,-84.336,1,HYDRO
5414,2019,MI,Southeast Berrien Generating Facility,59574,North American Natural Res,13559,Berrien,41.808611,-86.323889,1,BIOMASS
5415,2019,MI,"Spartan PV 1, LLC",60945,"Spartan PV 1, LLC",60595,Ingham,42.7151,-84.4824,1,SOLAR
5416,2019,MI,St Louis,1852,City of St Louis - (MI),17886,Gratiot,43.4019,-84.6014,8,HYDRO
5417,2019,MI,St. Clair,1743,DTE Electric Company,5109,St Clair,42.7642,-82.4719,6,COAL
5418,2019,MI,State St Generating,7970,Michigan South Central Power Agency,12807,Branch,41.9557,-84.9796,9,OIL
5419,2019,MI,Stoney Corners Wind Farm,57131,Heritage Stoney Corners Wind Farm I LLC,56437,Missaukee,44.19,-85.2983,1,WIND
5420,2019,MI,Straits,1718,Consumers Energy Co,4254,Emmet,45.766859,-84.756601,1,GAS
5421,2019,MI,Sturgis City Diesel Plant,1855,City of Sturgis,18252,St Joseph,41.7992,-85.4256,5,OIL
5422,2019,MI,Summit Lake Wind Energy Project,61812,"Summit Lake Wind, LLC",61430,Baraga,46.748678,-88.174453,1,WIND
5423,2019,MI,Sumpter Energy Associates,54536,LES Project Holdings LLC,56355,Wayne,42.105669,-83.498845,15,BIOMASS
5424,2019,MI,Sumpter Plant,7972,Wolverine Power Supply Coop,20910,Wayne,42.167,-83.5318,4,GAS
5425,2019,MI,Superior,1744,DTE Electric Company,5109,Washtenaw,42.2639,-83.6422,4,OIL
5426,2019,MI,Superior Falls,1757,Northern States Power Co - Minnesota,13781,Gogebic,46.564601,-90.416147,2,HYDRO
5427,2019,MI,T B Simon Power Plant,10328,Michigan State University,12436,Ingham,42.7178,-84.4836,4,GAS
5428,2019,MI,TCLP Solar Phase 1,63020,Heritage Sustainable Energy. LLC,62870,Leelanau,44.77666,-85.692272,1,SOLAR
5429,2019,MI,"Temperance Solar, LLC",63322,Geronimo Energy,62759,Monroe,41.753,-83.524,1,SOLAR
5430,2019,MI,TES Filer City Station,50835,TES Filer City Station LP,18414,Manistee,44.217299,-86.28905,2,COAL
5431,2019,MI,The Andersons Albion Ethanol LLC,58330,The Andersons Albion Ethanol LLC,58313,Calhoun,42.256111,-84.788333,2,GAS
5432,2019,MI,Thetford,1719,Consumers Energy Co,4254,Genesee,43.156746,-83.628589,3,GAS
5433,2019,MI,Tower,1873,Wolverine Power Supply Coop,20910,Cheboygan,45.36282,-84.29497,4,OIL
5434,2019,MI,Trenton Channel,1745,DTE Electric Company,5109,Wayne,42.1217,-83.1808,1,COAL
5435,2019,MI,Turrill Solar Farm,60347,DTE Electric Company,5109,Lapeer,43.034739,-83.308886,1,SOLAR
5436,2019,MI,Tuscola Bay Wind,58351,Tuscola Bay Wind LLC,58340,Tuscola,43.525278,-83.65,1,WIND
5437,2019,MI,Tuscola Wind II LLC,58587,Tuscola Wind II LLC,58545,Tuscola,43.526944,-83.566944,1,WIND
5438,2019,MI,Twin Falls (MI),1784,Wisconsin Electric Power Co,20847,Dickinson,45.8719,-88.0694,5,HYDRO
5439,2019,MI,Ubly,1875,Thumb Electric Coop of Mich,18895,Huron,43.7217,-82.9388,9,OIL
5440,2019,MI,University of Michigan,50431,University of Michigan,19588,Washtenaw,42.281167,-83.734617,10,GAS
5441,2019,MI,Venice Resources Gas Recovery,54539,WM Renewable Energy LLC,54842,Shiawassee,42.985,-83.9764,2,BIOMASS
5442,2019,MI,Verso Paper Quinnesec Mich Mill,50251,Verso Paper - Quinnesec,56187,Dickinson,45.7956,-87.9556,3,BIOMASS
5443,2019,MI,Vestaburg,1881,Wolverine Power Supply Coop,20910,Montcalm,43.4016,-84.9141,6,GAS
5444,2019,MI,Victoria Dam,1774,Upper Peninsula Power Company,19578,Ontonagon,46.6964,-89.2089,2,HYDRO
5445,2019,MI,Viking Energy of Lincoln,50772,Viking Energy Corp,19781,Alcona,44.68,-83.4167,1,BIOMASS
5446,2019,MI,Viking Energy of McBain,50770,Viking Energy Corp,19781,Missaukee,44.204,-85.2206,1,BIOMASS
5447,2019,MI,Warner Lambert,54604,University of Michigan NCampus Research,56478,Washtenaw,42.299332,-83.705318,6,GAS
5448,2019,MI,Waste Management Northern Oaks LFGTE,57024,WM Renewable Energy LLC,54842,Clare,43.9906,-84.8003,1,BIOMASS
5449,2019,MI,Water Street Station,7398,City of Bay City - (MI),1366,Bay,43.582846,-83.896696,2,GAS
5450,2019,MI,Watervliet,58546,EDL Inc,55858,Berrien,42.175833,-86.28,3,BIOMASS
5451,2019,MI,Watervliet PV,59853,Indiana Michigan Power Co,9324,Berrien,42.19,-86.23,1,SOLAR
5452,2019,MI,Way Dam,1785,Wisconsin Electric Power Co,20847,Iron,46.1592,-88.2353,1,HYDRO
5453,2019,MI,Webber,1722,Consumers Energy Co,4254,Ionia,42.9528,-84.9025,2,HYDRO
5454,2019,MI,Western Michigan Solar Gardens,60117,Consumers Energy Co,4254,Kalamazoo,42.2525,-85.64273,1,SOLAR
5455,2019,MI,Western Michigan University Power Plant,58161,Western Michigan University,58106,Kalamazoo,42.28,-85.606389,6,GAS
5456,2019,MI,White Pine Electric Power,10148,White Pine Electric Power LLC,1951,Ontonagon,46.7644,-89.5669,3,GAS
5457,2019,MI,White Rapids,1786,Wisconsin Electric Power Co,20847,Menominee,45.482084,-87.802178,3,HYDRO
5458,2019,MI,William Beaumont Hospital,50937,William Beaumont Hospital,20680,Oakland,42.5175,-83.1919,2,OIL
5459,2019,MI,Wilmot,1746,DTE Electric Company,5109,Tuscola,43.4566,-83.1889,5,OIL
5460,2019,MI,Wood Road,54549,EDL Inc,55858,Clinton,42.772888,-84.52367,7,BIOMASS
5461,2019,MI,Wyandotte,1866,Wyandotte Municipal Serv Comm,21048,Wayne,42.2081,-83.1453,2,GAS
5462,2019,MI,Zeeland,1867,City of Zeeland - (MI),21158,Ottawa,42.8067,-86.0558,7,GAS
5463,2019,MI,Zeeland Farm Services,58704,Zeeland Farm Services,58643,Ottawa,42.813056,-85.986111,2,BIOMASS
5464,2019,MI,Zeeland Generating Station,55087,Consumers Energy Co,4254,Ottawa,42.8206,-85.9975,4,GAS
5465,2019,MN,4710 Hosting,62162,"Epic Hosting, LLC",61702,Olmsted,44.070814,-92.522265,1,OIL
5466,2019,MN,Acturus Community Solar,61705,Geronimo Energy,62759,Le Sueur,44.283211,-93.954417,1,SOLAR
